id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:cosine_score,spectral_db_matches:n_matching_signals,spectral_db_matches:ccs,datafile:NEG_NIST_2.mzML:area,datafile:NEG_NIST_2.mzML:rt,datafile:NEG_NIST_2.mzML:mz_range:min,datafile:NEG_NIST_2.mzML:mz_range:max,datafile:NEG_NIST_2.mzML:fragment_scans,datafile:NEG_NIST_2.mzML:fwhm,datafile:NEG_NIST_2.mzML:rt_range:min,datafile:NEG_NIST_2.mzML:rt_range:max,datafile:NEG_NIST_2.mzML:feature_state,datafile:NEG_NIST_2.mzML:mz,datafile:NEG_NIST_2.mzML:intensity_range:min,datafile:NEG_NIST_2.mzML:intensity_range:max,datafile:NEG_NIST_2.mzML:asymmetry_factor,datafile:NEG_NIST_2.mzML:tailing_factor,datafile:NEG_NIST_2.mzML:height,datafile:NEG_NIST_2.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_0.mzML:area,datafile:NEG_NIST_0.mzML:rt,datafile:NEG_NIST_0.mzML:mz_range:min,datafile:NEG_NIST_0.mzML:mz_range:max,datafile:NEG_NIST_0.mzML:fragment_scans,datafile:NEG_NIST_0.mzML:fwhm,datafile:NEG_NIST_0.mzML:rt_range:min,datafile:NEG_NIST_0.mzML:rt_range:max,datafile:NEG_NIST_0.mzML:feature_state,datafile:NEG_NIST_0.mzML:mz,datafile:NEG_NIST_0.mzML:intensity_range:min,datafile:NEG_NIST_0.mzML:intensity_range:max,datafile:NEG_NIST_0.mzML:asymmetry_factor,datafile:NEG_NIST_0.mzML:tailing_factor,datafile:NEG_NIST_0.mzML:height,datafile:NEG_NIST_0.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_1.mzML:area,datafile:NEG_NIST_1.mzML:rt,datafile:NEG_NIST_1.mzML:mz_range:min,datafile:NEG_NIST_1.mzML:mz_range:max,datafile:NEG_NIST_1.mzML:fragment_scans,datafile:NEG_NIST_1.mzML:fwhm,datafile:NEG_NIST_1.mzML:rt_range:min,datafile:NEG_NIST_1.mzML:rt_range:max,datafile:NEG_NIST_1.mzML:feature_state,datafile:NEG_NIST_1.mzML:mz,datafile:NEG_NIST_1.mzML:intensity_range:min,datafile:NEG_NIST_1.mzML:intensity_range:max,datafile:NEG_NIST_1.mzML:asymmetry_factor,datafile:NEG_NIST_1.mzML:tailing_factor,datafile:NEG_NIST_1.mzML:height,datafile:NEG_NIST_1.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_3.mzML:area,datafile:NEG_NIST_3.mzML:rt,datafile:NEG_NIST_3.mzML:mz_range:min,datafile:NEG_NIST_3.mzML:mz_range:max,datafile:NEG_NIST_3.mzML:fragment_scans,datafile:NEG_NIST_3.mzML:fwhm,datafile:NEG_NIST_3.mzML:rt_range:min,datafile:NEG_NIST_3.mzML:rt_range:max,datafile:NEG_NIST_3.mzML:feature_state,datafile:NEG_NIST_3.mzML:mz,datafile:NEG_NIST_3.mzML:intensity_range:min,datafile:NEG_NIST_3.mzML:intensity_range:max,datafile:NEG_NIST_3.mzML:asymmetry_factor,datafile:NEG_NIST_3.mzML:tailing_factor,datafile:NEG_NIST_3.mzML:height,datafile:NEG_NIST_3.mzML:rt_ms2_apex_distance
7228,13.384,13.305,13.511,580.32475,580.32269,580.32574,1.13E+05,5.68E+03,3.88E+04,1.13E+05,0,0.5,2,0,0.82,0.43,0.00025,0.048,,,,,,,,,,5.68E+03,13.336,580.32269,580.32574,,0.099,13.305,13.368,DETECTED,580.325,5.66E+04,1.13E+05,1,1,1.13E+05,,,,,,,,,,UNKNOWN,,,,,,,,5.09E+03,13.431,580.3233,580.32513,,0.052,13.416,13.511,DETECTED,580.3245,3.88E+04,7.14E+04,4.994,2.997,7.14E+04,,,,,,,,,,UNKNOWN,,,,,,,
7229,13.384,13.336,13.448,567.34077,567.33917,567.34167,1.52E+05,1.21E+04,3.64E+04,1.52E+05,0,0.25,1,4,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.21E+04,13.384,567.33917,567.34167,,0.071,13.336,13.448,DETECTED,567.34077,3.64E+04,1.52E+05,1.338,1.169,1.52E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7230,13.384,13.368,13.479,589.31592,589.31384,589.31921,8.01E+04,5.09E+03,1.90E+04,8.01E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.09E+03,13.384,589.31384,589.31921,,0.029,13.368,13.479,DETECTED,589.31592,1.90E+04,8.01E+04,6.016,3.508,8.01E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7231,13.384,13.352,13.448,629.34523,629.34406,629.34595,9.91E+04,6.64E+03,3.92E+04,9.91E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.64E+03,13.384,629.34406,629.34595,,0.114,13.352,13.448,DETECTED,629.34523,3.92E+04,9.91E+04,2.005,1.503,9.91E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7232,13.384,13.305,13.575,681.34173,681.33905,681.34332,9.09E+04,1.55E+04,3.21E+04,9.09E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.55E+04,13.384,681.33905,681.34332,,0.116,13.305,13.575,DETECTED,681.34173,3.21E+04,9.09E+04,2.405,1.702,9.09E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7233,13.384,13.368,13.463,749.52817,749.52734,749.52936,1.71E+05,1.14E+04,5.69E+04,1.71E+05,0,0.25,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.14E+04,13.384,749.52734,749.52936,,0.083,13.368,13.463,DETECTED,749.52817,5.69E+04,1.71E+05,5.013,3.006,1.71E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7234,13.384,13.272,13.494,660.28625,660.28479,660.28717,1.21E+05,1.43E+04,3.91E+04,1.21E+05,0,0.5,2,2,0.94,0.15,0.0001,0.015,,,,,,,,,,1.43E+04,13.399,660.28479,660.28717,,0.211,13.272,13.494,DETECTED,660.28616,3.91E+04,1.21E+05,0.747,0.873,1.21E+05,,,,,,,,,,UNKNOWN,,,,,,,,5.65E+03,13.368,660.28467,660.28711,,0.193,13.337,13.4,DETECTED,660.28635,4.42E+04,1.11E+05,0.982,0.991,1.11E+05,,,,,,,,,,UNKNOWN,,,,,,,
7235,13.384,13.32,13.4,804.44804,804.44629,804.44977,1.04E+05,5.93E+03,5.25E+04,1.04E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.93E+03,13.384,804.44629,804.44977,,0.05,13.32,13.4,DETECTED,804.44804,5.25E+04,1.04E+05,0.25,0.625,1.04E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7236,13.384,13.352,13.559,927.49427,927.48553,927.49921,1.07E+05,1.36E+04,3.48E+04,1.07E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.36E+04,13.384,927.48553,927.49921,,0.111,13.352,13.559,DETECTED,927.49427,3.48E+04,1.07E+05,5.513,3.257,1.07E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
7237,13.384,13.321,13.463,1417.94741,1417.9447,1417.95276,1.11E+05,6.02E+03,2.96E+04,1.11E+05,0,0.5,2,0,0.88,0.56,0.0008,0.015,,,,,,,,,,5.06E+03,13.399,1417.9447,1417.95276,,0.087,13.368,13.463,DETECTED,1417.94821,2.96E+04,9.02E+04,2.017,1.508,9.02E+04,,,,,,,,,,UNKNOWN,,,,,,,,6.02E+03,13.368,1417.94543,1417.94824,,0.049,13.321,13.4,DETECTED,1417.94662,4.63E+04,1.11E+05,0.655,0.827,1.11E+05,,,,,,,,,,UNKNOWN,,,,,,,
7238,13.386,13.268,13.607,755.41031,755.40936,755.41089,1.31E+06,2.62E+05,3.56E+05,1.31E+06,0,1,4,0,0.95,0.23,0.00017,0.007,,,,,,,,,,2.38E+05,13.384,755.40955,755.41077,,0.208,13.272,13.573,DETECTED,755.4104,4.11E+05,1.30E+06,1.707,1.353,1.30E+06,,2.50E+05,13.4,755.40979,755.41162,,0.229,13.289,13.607,DETECTED,755.41057,3.93E+05,1.25E+06,1.86,1.43,1.25E+06,,2.62E+05,13.384,755.40936,755.41089,,0.213,13.289,13.59,DETECTED,755.41011,4.40E+05,1.31E+06,2.185,1.592,1.31E+06,,2.25E+05,13.378,755.40955,755.41089,,0.213,13.268,13.553,DETECTED,755.41016,3.56E+05,1.13E+06,1.58,1.29,1.13E+06,
7239,13.386,13.005,13.889,867.55085,867.54761,867.5545,1.21E+07,3.05E+06,2.14E+05,1.21E+07,16,1,4,0,0.95,0.09,0.00008,0.013,,,,,,,,,,2.52E+06,13.384,867.5506,867.55243,4,0.22,13.005,13.776,DETECTED,867.55091,2.20E+05,1.03E+07,1.793,1.538,1.03E+07,-0.183,3.05E+06,13.4,867.55042,867.55225,4,0.223,13.052,13.764,DETECTED,867.55091,2.35E+05,1.21E+07,1.881,1.453,1.21E+07,-0.185,2.56E+06,13.4,867.54761,867.5545,4,0.218,13.053,13.889,DETECTED,867.5507,2.14E+05,1.01E+07,1.747,1.543,1.01E+07,-0.169,2.53E+06,13.362,867.5481,867.55328,4,0.21,13.048,13.868,DETECTED,867.55088,2.24E+05,1.02E+07,2.048,1.67,1.02E+07,-0.134
7240,13.386,13.226,13.623,711.34831,711.34735,711.35022,8.87E+05,1.74E+05,7.73E+04,8.87E+05,0,1,4,0,0.93,0.1,0.00007,0.021,,,,,,,,,,1.72E+05,13.384,711.34766,711.35199,,0.211,13.226,13.589,DETECTED,711.34838,7.73E+04,8.25E+05,1.435,1.151,8.25E+05,,1.65E+05,13.4,711.34784,711.35168,,0.422,13.257,13.623,DETECTED,711.34839,1.11E+05,7.76E+05,1.683,1.28,7.76E+05,,1.74E+05,13.416,711.34735,711.35022,,0.155,13.242,13.606,DETECTED,711.34821,9.53E+04,8.83E+05,1.157,1.05,8.83E+05,,1.63E+05,13.347,711.34729,711.35193,,0.188,13.238,13.569,DETECTED,711.34827,9.75E+04,8.87E+05,1.553,1.52,8.87E+05,
7241,13.386,13.222,13.685,716.38194,716.3808,716.38257,8.57E+05,1.78E+05,9.09E+04,8.57E+05,0,1,4,0,0.94,0.02,0.00001,0.021,,,,,,,,,,1.69E+05,13.384,716.38086,716.38257,,0.218,13.241,13.605,DETECTED,716.38195,1.47E+05,7.71E+05,1.558,1.279,7.71E+05,,1.71E+05,13.4,716.37897,716.38324,,0.215,13.257,13.685,DETECTED,716.38192,1.17E+05,7.89E+05,2.385,1.499,7.89E+05,,1.78E+05,13.416,716.3808,716.38257,,0.245,13.258,13.638,DETECTED,716.38195,9.09E+04,8.57E+05,1.409,1.204,8.57E+05,,1.63E+05,13.347,716.38,716.38251,,0.209,13.222,13.601,DETECTED,716.38192,1.14E+05,7.56E+05,1.935,1.518,7.56E+05,
7242,13.386,12.959,13.607,881.53281,881.52594,881.53711,3.93E+05,1.18E+05,6.55E+04,3.93E+05,6,1,4,0,0.89,0.23,0.0002,0.029,,,,,,,,,,7.83E+04,13.352,881.52686,881.53766,1,0.271,13.146,13.589,DETECTED,881.53242,8.71E+04,3.18E+05,1.15,1.075,3.18E+05,0.015,1.18E+05,13.432,881.52985,881.53729,2,0.305,12.959,13.607,DETECTED,881.53319,9.13E+04,3.93E+05,0.37,0.685,3.93E+05,-0.067,9.97E+04,13.4,881.52594,881.53711,1,0.23,12.974,13.559,DETECTED,881.53279,7.60E+04,3.79E+05,0.374,0.687,3.79E+05,-0.003,9.62E+04,13.362,881.52686,881.53839,2,0.165,12.986,13.601,DETECTED,881.53283,6.55E+04,3.32E+05,0.669,0.816,3.32E+05,0.011
7243,13.386,13.238,13.685,835.47349,835.47253,835.47577,5.78E+05,1.35E+05,9.04E+04,5.78E+05,11,1,4,0,0.95,0.15,0.00012,0.013,,,,,,,,,,1.27E+05,13.399,835.47272,835.4765,3,0.192,13.241,13.684,DETECTED,835.47359,9.26E+04,5.70E+05,1.901,1.4,5.70E+05,-0.066,1.35E+05,13.4,835.47229,835.47931,3,0.568,13.257,13.685,DETECTED,835.47363,9.04E+04,5.78E+05,2.019,1.499,5.78E+05,-0.098,1.30E+05,13.368,835.47253,835.47577,2,0.2,13.258,13.669,DETECTED,835.47337,1.14E+05,5.75E+05,3.531,1.858,5.75E+05,-0.049,1.18E+05,13.378,835.4715,835.47546,3,0.216,13.238,13.649,DETECTED,835.47337,9.60E+04,4.93E+05,1.927,1.464,4.93E+05,-0.068
7244,13.387,13.158,13.649,722.40881,722.40631,722.41107,6.76E+05,1.40E+05,3.28E+04,6.76E+05,0,1,4,0,0.94,0.17,0.00012,0.015,,,,,,,,,,1.21E+05,13.384,722.4071,722.41022,,0.311,13.178,13.589,DETECTED,722.40887,3.69E+04,5.74E+05,1.176,1.026,5.74E+05,,1.30E+05,13.416,722.4071,722.40967,,0.232,13.242,13.591,DETECTED,722.40874,8.57E+04,6.19E+05,1.006,1.003,6.19E+05,,1.40E+05,13.368,722.40631,722.41107,,0.187,13.163,13.622,DETECTED,722.40863,4.24E+04,6.76E+05,1.901,0.872,6.76E+05,,1.29E+05,13.378,722.40771,722.41046,,0.196,13.158,13.649,DETECTED,722.40898,3.28E+04,5.45E+05,1.48,1.154,5.45E+05,
7245,13.387,13.257,13.638,364.1612,364.16077,364.16177,1.75E+05,3.71E+04,4.78E+04,1.75E+05,0,0.75,3,0,0.93,0.05,0.00002,0.023,,,,,,,,,,2.68E+04,13.352,364.1608,364.16162,,0.163,13.257,13.51,DETECTED,364.16117,4.78E+04,1.68E+05,1.654,1.327,1.68E+05,,,,,,,,,,UNKNOWN,,,,,,,,3.71E+04,13.416,364.16077,364.16177,,0.219,13.258,13.638,DETECTED,364.1612,4.78E+04,1.75E+05,1.409,1.204,1.75E+05,,2.31E+04,13.394,364.16074,364.16193,,0.171,13.268,13.473,DETECTED,364.16122,4.96E+04,1.62E+05,0.63,0.815,1.62E+05,
7246,13.387,13.226,13.575,773.43466,773.43286,773.43823,2.36E+05,3.50E+04,2.23E+04,2.36E+05,0,0.75,3,0,0.85,0.59,0.00046,0.023,,,,,,,,,,2.59E+04,13.352,773.43286,773.43823,,0.116,13.226,13.43,DETECTED,773.43445,2.23E+04,2.36E+05,0.649,0.809,2.36E+05,,3.50E+04,13.4,773.43164,773.43817,,0.215,13.273,13.575,DETECTED,773.43419,4.39E+04,1.77E+05,1.376,1.188,1.77E+05,,,,,,,,,,UNKNOWN,,,,,,,,2.47E+04,13.41,773.43341,773.43823,,0.149,13.253,13.442,DETECTED,773.43535,6.92E+04,2.06E+05,0.203,0.602,2.06E+05,
7247,13.387,13.1,13.748,841.49934,841.49792,841.50134,1.01E+06,2.37E+05,1.31E+04,1.01E+06,9,0.75,3,1,0.92,0.08,0.00007,0.027,,,,,,,,,,1.93E+05,13.399,841.49792,841.50134,3,0.188,13.162,13.637,DETECTED,841.49926,1.88E+04,8.91E+05,1.248,1.131,8.91E+05,-0.118,2.37E+05,13.416,841.4964,841.50275,3,0.221,13.1,13.748,DETECTED,841.49932,1.31E+04,1.01E+06,1.36,1.258,1.01E+06,-0.116,,,,,,,,,UNKNOWN,,,,,,,,1.91E+05,13.347,841.49792,841.50195,3,0.2,13.19,13.664,DETECTED,841.49944,3.60E+04,8.98E+05,1.096,1.696,8.98E+05,-0.066
7248,13.389,13.257,13.527,677.45217,677.45166,677.4527,1.34E+05,2.25E+04,3.95E+04,1.34E+05,0,0.5,2,0,0.94,0.05,0.00004,0.021,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.25E+04,13.368,677.45093,677.45435,,0.155,13.257,13.527,DETECTED,677.45221,3.95E+04,1.34E+05,1.43,1.215,1.34E+05,,,,,,,,,,UNKNOWN,,,,,,,,7.14E+03,13.41,677.45166,677.4527,,2.326,13.347,13.442,DETECTED,677.45214,4.50E+04,1.01E+05,0.505,0.753,1.01E+05,
7249,13.389,13.253,13.589,519.27296,519.2724,519.27386,1.35E+05,2.24E+04,2.29E+04,1.35E+05,0,0.5,2,0,0.92,0.19,0.0001,0.021,,,,,,,,,,1.94E+04,13.368,519.2724,519.27386,,0.185,13.289,13.589,DETECTED,519.27305,2.29E+04,1.06E+05,2.782,1.891,1.06E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.24E+04,13.41,519.27173,519.27386,,0.272,13.253,13.537,DETECTED,519.27286,2.82E+04,1.35E+05,0.812,0.906,1.35E+05,
7250,13.389,13.174,13.479,777.53907,777.53839,777.54047,2.67E+05,5.11E+04,2.52E+04,2.67E+05,0,0.5,2,0,0.93,0.1,0.00008,0.021,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,3.95E+04,13.368,777.53839,777.54047,,0.266,13.242,13.479,DETECTED,777.53915,7.12E+04,2.21E+05,0.876,0.938,2.21E+05,,5.11E+04,13.41,777.53497,777.53992,,0.101,13.174,13.457,DETECTED,777.539,2.52E+04,2.67E+05,0.203,0.601,2.67E+05,
7251,13.389,13.289,13.511,926.4768,926.47491,926.47913,1.62E+05,1.60E+04,4.90E+04,1.62E+05,0,0.75,3,0,0.91,0.28,0.00026,0.018,,,,,,,,,,1.17E+04,13.368,926.47491,926.47913,,0.148,13.289,13.43,DETECTED,926.47685,4.90E+04,1.41E+05,0.784,0.892,1.41E+05,,1.60E+04,13.416,926.47333,926.47827,,0.093,13.352,13.511,DETECTED,926.47714,6.89E+04,1.50E+05,1.501,1.25,1.50E+05,,1.27E+04,13.384,926.4743,926.47882,,0.083,13.368,13.479,DETECTED,926.47641,6.97E+04,1.62E+05,6.238,3.619,1.62E+05,,,,,,,,,,UNKNOWN,,,,,,,
7252,13.39,13.257,13.575,627.32721,627.32642,627.32837,2.76E+05,4.94E+04,5.89E+04,2.76E+05,0,1,4,0,0.95,0.15,0.00009,0.009,,,,,,,,,,4.94E+04,13.399,627.32629,627.3277,,0.207,13.257,13.573,DETECTED,627.32727,6.19E+04,2.72E+05,1.218,1.109,2.72E+05,,4.29E+04,13.4,627.32587,627.32849,,0.141,13.289,13.527,DETECTED,627.32727,7.18E+04,2.71E+05,1.145,1.072,2.71E+05,,4.74E+04,13.384,627.32642,627.32837,,0.413,13.305,13.575,DETECTED,627.32702,6.94E+04,2.55E+05,2.42,1.71,2.55E+05,,4.02E+04,13.378,627.32611,627.32825,,0.182,13.284,13.505,DETECTED,627.32727,5.89E+04,2.76E+05,1.346,1.173,2.76E+05,
7253,13.39,13.206,13.623,641.34216,641.3418,641.34235,4.57E+06,9.50E+05,2.04E+05,4.57E+06,0,1,4,0,0.96,0.09,0.00006,0.009,,,,,,,,,,8.91E+05,13.384,641.34192,641.34241,,0.195,13.226,13.605,DETECTED,641.34219,3.03E+05,4.14E+06,1.512,1.201,4.14E+06,,8.94E+05,13.4,641.34186,641.34259,,0.19,13.242,13.623,DETECTED,641.34226,3.26E+05,4.15E+06,1.451,1.206,4.15E+06,,9.50E+05,13.4,641.3418,641.34235,,0.194,13.226,13.622,DETECTED,641.34204,2.18E+05,4.57E+06,1.502,1.179,4.57E+06,,8.79E+05,13.378,641.34192,641.34265,,0.224,13.206,13.601,DETECTED,641.34216,2.04E+05,4.28E+06,1.445,1.172,4.28E+06,
7254,13.39,13.206,13.633,642.34556,642.34497,642.34631,1.43E+06,2.98E+05,6.57E+04,1.43E+06,0,1,4,0,0.96,0.14,0.00009,0.009,,,,,,,,,,2.76E+05,13.384,642.34528,642.34595,,0.194,13.21,13.589,DETECTED,642.34558,6.57E+04,1.30E+06,1.342,1.138,1.30E+06,,2.76E+05,13.4,642.34497,642.34625,,0.191,13.226,13.607,DETECTED,642.34572,7.52E+04,1.43E+06,1.347,1.062,1.43E+06,,2.98E+05,13.4,642.34497,642.34631,,0.299,13.226,13.622,DETECTED,642.34542,7.96E+04,1.40E+06,1.453,1.169,1.40E+06,,2.78E+05,13.378,642.34485,642.34619,,0.209,13.206,13.633,DETECTED,642.34553,9.09E+04,1.24E+06,1.671,1.296,1.24E+06,
7255,13.39,13.222,13.59,683.35276,683.35156,683.35333,5.83E+05,1.06E+05,7.11E+04,5.83E+05,0,1,4,0,0.96,0.13,0.00009,0.009,,,,,,,,,,1.06E+05,13.399,683.35114,683.35339,,0.209,13.241,13.573,DETECTED,683.35282,9.88E+04,5.83E+05,1.1,1.05,5.83E+05,,9.79E+04,13.4,683.35242,683.35791,,0.218,13.289,13.575,DETECTED,683.35284,1.03E+05,5.23E+05,1.574,1.287,5.23E+05,,1.06E+05,13.384,683.35156,683.35333,,0.213,13.273,13.59,DETECTED,683.35258,1.05E+05,5.39E+05,1.871,1.436,5.39E+05,,9.81E+04,13.378,683.35187,683.35413,,0.201,13.222,13.537,DETECTED,683.35282,7.11E+04,5.23E+05,1.106,1.008,5.23E+05,
7256,13.39,13.095,13.653,762.44043,762.43817,762.44391,4.73E+05,1.12E+05,3.57E+04,4.73E+05,0,1,4,0,0.91,0.32,0.00024,0.017,,,,,,,,,,9.21E+04,13.384,762.4389,762.44238,,0.241,13.178,13.557,DETECTED,762.44046,5.03E+04,4.36E+05,0.855,0.922,4.36E+05,,1.12E+05,13.4,762.43835,762.44189,,0.216,13.21,13.638,DETECTED,762.44017,6.40E+04,4.54E+05,1.173,1.128,4.54E+05,,1.10E+05,13.416,762.43817,762.44391,,0.272,13.163,13.653,DETECTED,762.4402,4.80E+04,4.73E+05,1.06,0.971,4.73E+05,,9.56E+04,13.362,762.43744,762.44366,,0.188,13.095,13.601,DETECTED,762.44088,3.57E+04,4.30E+05,1.07,1.055,4.30E+05,
7257,13.39,13.206,13.653,897.52517,897.52142,897.52759,3.98E+05,7.04E+04,3.15E+04,3.98E+05,0,1,4,0,0.94,0.25,0.00023,0.009,,,,,,,,,,6.87E+04,13.399,897.52283,897.52875,,0.18,13.241,13.652,DETECTED,897.52535,4.55E+04,3.60E+05,1.533,1.299,3.60E+05,,5.16E+04,13.384,897.52252,897.52747,,0.118,13.257,13.463,DETECTED,897.52471,6.85E+04,3.77E+05,0.626,0.813,3.77E+05,,6.96E+04,13.4,897.52142,897.52759,,0.141,13.242,13.653,DETECTED,897.52517,3.15E+04,3.98E+05,1.93,1.362,3.98E+05,,7.04E+04,13.378,897.52295,897.53265,,0.135,13.206,13.649,DETECTED,897.52543,3.27E+04,3.89E+05,1.417,1.539,3.89E+05,
7258,13.39,13.268,13.591,930.54804,930.54736,930.5484,1.61E+06,3.01E+05,3.80E+05,1.61E+06,0,1,4,0,0.95,0.18,0.00017,0.009,,,,,,,,,,1.72E+05,13.384,930.54785,930.5498,,0.21,13.289,13.526,DETECTED,930.54836,4.56E+05,9.50E+05,1.504,1.252,9.50E+05,,3.01E+05,13.4,930.5473,930.54858,,0.236,13.305,13.591,DETECTED,930.54781,5.93E+05,1.61E+06,2.004,1.502,1.61E+06,,1.97E+05,13.4,930.54736,930.5484,,0.247,13.305,13.559,DETECTED,930.54794,4.53E+05,1.11E+06,1.678,1.339,1.11E+06,,1.79E+05,13.378,930.54736,930.54926,,0.234,13.268,13.537,DETECTED,930.54806,3.80E+05,9.84E+05,1.436,1.218,9.84E+05,
7259,13.39,13.238,13.623,777.43062,777.42822,777.43109,4.41E+05,9.01E+04,9.52E+04,4.41E+05,0,1,4,0,0.94,0.06,0.00004,0.022,,,,,,,,,,7.44E+04,13.352,777.42804,777.43121,,0.159,13.257,13.526,DETECTED,777.43057,1.19E+05,4.41E+05,1.821,1.41,4.41E+05,,9.01E+04,13.384,777.42932,777.43158,,0.203,13.273,13.623,DETECTED,777.43071,1.12E+05,4.37E+05,2.148,1.574,4.37E+05,,7.91E+04,13.416,777.42822,777.43109,,0.185,13.273,13.575,DETECTED,777.43058,9.52E+04,4.10E+05,1.118,1.059,4.10E+05,,7.86E+04,13.41,777.42822,777.4317,,0.186,13.238,13.585,DETECTED,777.43062,1.24E+05,3.89E+05,1.019,1.009,3.89E+05,
7260,13.39,13.174,13.585,682.37753,682.37598,682.37897,8.43E+05,1.57E+05,2.92E+04,8.43E+05,0,1,4,0,0.92,0.14,0.00009,0.022,,,,,,,,,,1.55E+05,13.399,682.37494,682.37958,,0.189,13.194,13.573,DETECTED,682.3776,4.71E+04,7.15E+05,0.9,0.99,7.15E+05,,1.18E+05,13.4,682.3772,682.37915,,0.205,13.226,13.479,DETECTED,682.3775,5.34E+04,8.19E+05,0.521,0.738,8.19E+05,,1.57E+05,13.416,682.37598,682.37897,,0.219,13.226,13.559,DETECTED,682.37737,5.25E+04,8.43E+05,0.843,0.86,8.43E+05,,1.50E+05,13.347,682.37402,682.37915,,0.261,13.174,13.585,DETECTED,682.37765,2.92E+04,6.85E+05,1.851,1.298,6.85E+05,
7261,13.39,13.257,13.527,767.37379,767.3717,767.37732,1.92E+05,2.39E+04,4.24E+04,1.92E+05,0,1,4,0,0.81,0.88,0.00068,0.022,,,,,,,,,,2.39E+04,13.368,767.3717,767.37512,,0.238,13.257,13.51,DETECTED,767.37337,5.09E+04,1.92E+05,1.275,1.138,1.92E+05,,1.32E+04,13.368,767.37207,767.37781,,0.065,13.336,13.448,DETECTED,767.37514,5.36E+04,1.68E+05,2.507,1.754,1.68E+05,,2.10E+04,13.431,767.3717,767.37732,,0.147,13.289,13.527,DETECTED,767.37307,4.24E+04,1.53E+05,0.67,0.835,1.53E+05,,2.03E+04,13.394,767.37231,767.37567,,0.142,13.268,13.457,DETECTED,767.37356,6.13E+04,1.92E+05,0.504,0.752,1.92E+05,
7262,13.39,13.206,13.543,643.34802,643.34711,643.34985,3.55E+05,6.03E+04,2.67E+04,3.55E+05,0,1,4,0,0.93,0.04,0.00003,0.025,,,,,,,,,,5.37E+04,13.352,643.34705,643.34973,,0.209,13.241,13.51,DETECTED,643.34802,3.62E+04,3.45E+05,1.426,1.213,3.45E+05,,4.25E+04,13.4,643.34534,643.34918,,0.125,13.257,13.479,DETECTED,643.34807,4.06E+04,3.55E+05,0.581,0.778,3.55E+05,,6.03E+04,13.431,643.34711,643.34985,,0.151,13.273,13.543,DETECTED,643.34797,5.36E+04,3.37E+05,0.729,0.852,3.37E+05,,5.45E+04,13.378,643.34662,643.34882,,0.175,13.206,13.537,DETECTED,643.34801,2.67E+04,2.96E+05,1.063,1.052,2.96E+05,
