id,rt,rt_range:min,rt_range:max,mz,mz_range:min,mz_range:max,height,area,intensity_range:min,intensity_range:max,fragment_scans,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,spectral_db_matches:spectral_db_matches,spectral_db_matches:compound_name,spectral_db_matches:ion_adduct,spectral_db_matches:mol_formula,spectral_db_matches:smiles,spectral_db_matches:precursor_mz,spectral_db_matches:cosine_score,spectral_db_matches:n_matching_signals,spectral_db_matches:ccs,datafile:NEG_NIST_2.mzML:area,datafile:NEG_NIST_2.mzML:rt,datafile:NEG_NIST_2.mzML:mz_range:min,datafile:NEG_NIST_2.mzML:mz_range:max,datafile:NEG_NIST_2.mzML:fragment_scans,datafile:NEG_NIST_2.mzML:fwhm,datafile:NEG_NIST_2.mzML:rt_range:min,datafile:NEG_NIST_2.mzML:rt_range:max,datafile:NEG_NIST_2.mzML:feature_state,datafile:NEG_NIST_2.mzML:mz,datafile:NEG_NIST_2.mzML:intensity_range:min,datafile:NEG_NIST_2.mzML:intensity_range:max,datafile:NEG_NIST_2.mzML:asymmetry_factor,datafile:NEG_NIST_2.mzML:tailing_factor,datafile:NEG_NIST_2.mzML:height,datafile:NEG_NIST_2.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_0.mzML:area,datafile:NEG_NIST_0.mzML:rt,datafile:NEG_NIST_0.mzML:mz_range:min,datafile:NEG_NIST_0.mzML:mz_range:max,datafile:NEG_NIST_0.mzML:fragment_scans,datafile:NEG_NIST_0.mzML:fwhm,datafile:NEG_NIST_0.mzML:rt_range:min,datafile:NEG_NIST_0.mzML:rt_range:max,datafile:NEG_NIST_0.mzML:feature_state,datafile:NEG_NIST_0.mzML:mz,datafile:NEG_NIST_0.mzML:intensity_range:min,datafile:NEG_NIST_0.mzML:intensity_range:max,datafile:NEG_NIST_0.mzML:asymmetry_factor,datafile:NEG_NIST_0.mzML:tailing_factor,datafile:NEG_NIST_0.mzML:height,datafile:NEG_NIST_0.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_1.mzML:area,datafile:NEG_NIST_1.mzML:rt,datafile:NEG_NIST_1.mzML:mz_range:min,datafile:NEG_NIST_1.mzML:mz_range:max,datafile:NEG_NIST_1.mzML:fragment_scans,datafile:NEG_NIST_1.mzML:fwhm,datafile:NEG_NIST_1.mzML:rt_range:min,datafile:NEG_NIST_1.mzML:rt_range:max,datafile:NEG_NIST_1.mzML:feature_state,datafile:NEG_NIST_1.mzML:mz,datafile:NEG_NIST_1.mzML:intensity_range:min,datafile:NEG_NIST_1.mzML:intensity_range:max,datafile:NEG_NIST_1.mzML:asymmetry_factor,datafile:NEG_NIST_1.mzML:tailing_factor,datafile:NEG_NIST_1.mzML:height,datafile:NEG_NIST_1.mzML:rt_ms2_apex_distance,datafile:NEG_NIST_3.mzML:area,datafile:NEG_NIST_3.mzML:rt,datafile:NEG_NIST_3.mzML:mz_range:min,datafile:NEG_NIST_3.mzML:mz_range:max,datafile:NEG_NIST_3.mzML:fragment_scans,datafile:NEG_NIST_3.mzML:fwhm,datafile:NEG_NIST_3.mzML:rt_range:min,datafile:NEG_NIST_3.mzML:rt_range:max,datafile:NEG_NIST_3.mzML:feature_state,datafile:NEG_NIST_3.mzML:mz,datafile:NEG_NIST_3.mzML:intensity_range:min,datafile:NEG_NIST_3.mzML:intensity_range:max,datafile:NEG_NIST_3.mzML:asymmetry_factor,datafile:NEG_NIST_3.mzML:tailing_factor,datafile:NEG_NIST_3.mzML:height,datafile:NEG_NIST_3.mzML:rt_ms2_apex_distance
21666,22.273,21.922,22.457,706.4383,706.43744,706.43896,1.97E+06,2.88E+05,1.50E+05,1.97E+06,12,1,4,0,0.96,0.1,0.00007,0.011,,,,,,,,,,2.63E+05,22.26,706.43738,706.4386,3,0.168,22.037,22.43,DETECTED,706.43835,1.63E+05,1.69E+06,0.812,0.88,1.69E+06,-0.151,2.86E+05,22.264,706.43738,706.43884,4,0.151,22.088,22.451,DETECTED,706.43832,1.92E+05,1.97E+06,0.66,1.031,1.97E+06,-0.195,2.67E+05,22.295,706.43744,706.43896,2,0.142,21.992,22.402,DETECTED,706.43816,1.81E+05,1.54E+06,0.422,0.677,1.54E+06,-0.117,2.88E+05,22.273,706.43762,706.43896,3,0.653,21.922,22.457,DETECTED,706.43839,1.50E+05,1.54E+06,0.905,0.824,1.54E+06,-0.151
21667,22.273,22.053,22.441,740.44392,740.44171,740.4447,7.54E+05,1.14E+05,5.76E+04,7.54E+05,7,1,4,0,0.96,0.1,0.00007,0.011,,,,,,,,,,9.01E+04,22.26,740.44324,740.44519,2,0.158,22.053,22.37,DETECTED,740.44399,5.76E+04,5.86E+05,0.624,0.766,5.86E+05,-0.065,1.14E+05,22.264,740.4422,740.44537,2,0.144,22.057,22.435,DETECTED,740.44397,6.98E+04,7.54E+05,0.781,0.911,7.54E+05,-0.069,9.23E+04,22.295,740.44171,740.4447,2,0.597,22.055,22.402,DETECTED,740.44377,6.61E+04,5.28E+05,0.461,0.724,5.28E+05,-0.113,8.49E+04,22.273,740.4425,740.44507,1,0.152,22.145,22.441,DETECTED,740.44394,7.32E+04,5.73E+05,1.304,1.16,5.73E+05,-0.083
21668,22.273,22.184,22.341,708.44464,708.44348,708.44531,2.37E+05,1.90E+04,6.94E+04,2.37E+05,0,0.75,3,0,0.94,0.14,0.0001,0.016,,,,,,,,,,1.33E+04,22.26,708.44379,708.4455,,0.084,22.212,22.308,DETECTED,708.4445,1.05E+05,1.92E+05,0.999,0.999,1.92E+05,,1.90E+04,22.296,708.44373,708.4458,,0.114,22.184,22.312,DETECTED,708.4448,6.94E+04,2.37E+05,0.142,0.571,2.37E+05,,1.62E+04,22.263,708.44348,708.44531,,0.081,22.231,22.341,DETECTED,708.44464,9.32E+04,2.06E+05,2.469,1.735,2.06E+05,,,,,,,,,,UNKNOWN,,,,,,,
21669,22.276,22.244,22.308,641.42683,641.42615,641.42944,6.31E+04,3.02E+03,2.15E+04,6.31E+04,0,0.25,1,1,1,0,0,0,,,,,,,,,,3.02E+03,22.276,641.42615,641.42944,,0.077,22.244,22.308,DETECTED,641.42683,2.15E+04,6.31E+04,0.977,0.989,6.31E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
21670,22.277,22.087,22.394,741.44746,741.44446,741.4491,3.22E+05,4.06E+04,3.78E+04,3.22E+05,0,1,4,0,0.92,0.28,0.00021,0.017,,,,,,,,,,2.52E+04,22.26,741.4458,741.4494,,0.161,22.149,22.323,DETECTED,741.44729,3.78E+04,2.55E+05,0.563,0.781,2.55E+05,,4.06E+04,22.264,741.44556,741.44885,,0.318,22.121,22.358,DETECTED,741.44732,5.77E+04,3.22E+05,0.636,0.828,3.22E+05,,3.57E+04,22.311,741.44446,741.4491,,0.134,22.087,22.373,DETECTED,741.44736,4.46E+04,2.28E+05,0.303,0.639,2.28E+05,,3.57E+04,22.273,741.44641,741.44977,,0.183,22.145,22.394,DETECTED,741.44788,4.28E+04,2.24E+05,0.953,0.977,2.24E+05,
21671,22.277,21.954,22.457,783.49515,783.49237,783.49927,3.72E+05,7.19E+04,3.79E+04,3.72E+05,3,1,4,0,0.95,0.2,0.00016,0.01,,,,,,,,,,5.66E+04,22.276,783.49341,783.49835,1,0.155,22.069,22.385,DETECTED,783.4954,4.28E+04,3.66E+05,0.612,0.762,3.66E+05,-0.067,6.57E+04,22.296,783.4906,783.49951,1,0.769,22.153,22.451,DETECTED,783.49493,6.55E+04,3.72E+05,1.075,1.037,3.72E+05,-0.067,5.89E+04,22.263,783.49237,783.49927,,0.149,22.055,22.402,DETECTED,783.49505,4.64E+04,3.52E+05,0.836,0.837,3.52E+05,,7.19E+04,22.273,783.492,783.49817,1,0.221,21.954,22.457,DETECTED,783.49522,3.79E+04,3.68E+05,0.73,0.789,3.68E+05,-0.069
21672,22.277,22.145,22.551,816.58464,816.5824,816.58514,8.62E+06,9.06E+05,2.00E+05,8.62E+06,12,1,4,0,0.96,0.09,0.00008,0.011,,,,,,,,,,8.58E+05,22.26,816.5824,816.58569,3,0.096,22.149,22.54,DETECTED,816.58469,2.06E+05,7.26E+06,2.067,1.652,7.26E+06,-0.089,9.06E+05,22.296,816.58282,816.58527,3,0.096,22.153,22.544,DETECTED,816.58457,2.05E+05,8.62E+06,1.394,1.515,8.62E+06,-0.117,8.26E+05,22.279,816.5824,816.58514,3,0.097,22.151,22.544,DETECTED,816.58456,2.25E+05,6.99E+06,2.136,1.642,6.99E+06,-0.113,8.77E+05,22.273,816.58258,816.58551,3,0.093,22.145,22.551,DETECTED,816.58474,2.00E+05,7.82E+06,1.887,1.527,7.82E+06,-0.117
21673,22.28,22.248,22.312,636.32363,636.32318,636.32452,1.39E+05,6.38E+03,6.47E+04,1.39E+05,0,0.25,1,5,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.38E+03,22.28,636.32318,636.32452,,0.052,22.248,22.312,DETECTED,636.32363,6.47E+04,1.39E+05,0.988,0.994,1.39E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
21674,22.28,22.248,22.312,717.48116,717.479,717.48425,9.73E+04,4.65E+03,2.86E+04,9.73E+04,0,0.25,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,4.65E+03,22.28,717.479,717.48425,,0.12,22.248,22.312,DETECTED,717.48116,2.86E+04,9.73E+04,0.988,0.994,9.73E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
21675,22.282,22.193,22.389,798.57466,798.5733,798.57629,1.82E+05,1.62E+04,3.13E+04,1.82E+05,0,0.75,3,0,0.93,0.22,0.00017,0.014,,,,,,,,,,1.55E+04,22.26,798.5733,798.57629,,0.073,22.212,22.339,DETECTED,798.57444,6.07E+04,1.82E+05,1.645,1.322,1.82E+05,,1.58E+04,22.296,798.57202,798.57648,,0.065,22.2,22.389,DETECTED,798.57462,3.13E+04,1.56E+05,0.962,0.981,1.56E+05,,,,,,,,,,UNKNOWN,,,,,,,,1.62E+04,22.288,798.57373,798.5766,,0.081,22.193,22.335,DETECTED,798.57492,4.54E+04,1.80E+05,0.492,0.746,1.80E+05,
21676,22.285,22.209,22.466,791.5715,791.56818,791.57214,1.71E+06,1.52E+05,1.03E+05,1.71E+06,0,1,4,0,0.96,0.08,0.00006,0.011,,,,,,,,,,1.43E+05,22.276,791.56842,791.57251,,0.087,22.228,22.461,DETECTED,791.57149,1.03E+05,1.39E+06,3.388,2.498,1.39E+06,,1.43E+05,22.296,791.57001,791.57196,,0.079,22.216,22.419,DETECTED,791.57163,1.17E+05,1.71E+06,2.219,1.268,1.71E+06,,1.40E+05,22.295,791.56818,791.57214,,0.069,22.231,22.466,DETECTED,791.57144,1.33E+05,1.63E+06,2.07,4.407,1.63E+06,,1.52E+05,22.273,791.56763,791.57257,,0.082,22.209,22.441,DETECTED,791.57145,1.32E+05,1.47E+06,2.415,1.824,1.47E+06,
21677,22.285,22.121,22.551,817.58816,817.58704,817.58942,4.24E+06,4.58E+05,6.54E+04,4.24E+06,0,1,4,0,0.96,0.11,0.00009,0.011,,,,,,,,,,4.39E+05,22.276,817.58746,817.58984,,0.102,22.149,22.54,DETECTED,817.58822,9.68E+04,3.55E+06,1.719,4.308,3.55E+06,,4.58E+05,22.296,817.58551,817.58936,,0.098,22.121,22.544,DETECTED,817.58811,6.54E+04,4.24E+06,1.804,1.359,4.24E+06,,4.13E+05,22.295,817.58704,817.58942,,0.09,22.151,22.528,DETECTED,817.58803,1.01E+05,3.52E+06,1.781,1.431,3.52E+06,,4.49E+05,22.273,817.5871,817.58978,,0.096,22.129,22.551,DETECTED,817.58828,1.06E+05,3.68E+06,1.811,1.564,3.68E+06,
21678,22.285,22.177,22.355,858.63131,858.62891,858.63153,2.00E+06,2.05E+05,1.83E+05,2.00E+06,8,1,4,0,0.95,0.18,0.00015,0.011,,,,,,,,,,2.05E+05,22.276,858.63055,858.63184,3,0.159,22.18,22.355,DETECTED,858.63142,2.55E+05,1.98E+06,0.932,0.908,1.98E+06,-0.04,1.60E+05,22.296,858.62921,858.63171,1,0.089,22.184,22.343,DETECTED,858.63108,1.83E+05,2.00E+06,0.448,0.708,2.00E+06,0.114,1.68E+05,22.295,858.62891,858.63153,2,0.125,22.183,22.341,DETECTED,858.63123,1.89E+05,1.87E+06,0.458,0.708,1.87E+06,0.053,1.91E+05,22.273,858.63025,858.63184,2,0.108,22.177,22.335,DETECTED,858.6315,2.20E+05,2.00E+06,0.655,0.828,2.00E+06,-0.009
21679,22.285,22.18,22.343,859.63495,859.63464,859.63568,1.12E+06,9.53E+04,1.36E+05,1.12E+06,0,1,4,0,0.96,0.12,0.00011,0.011,,,,,,,,,,8.73E+04,22.276,859.63477,859.6355,,0.1,22.18,22.323,DETECTED,859.63501,1.40E+05,1.02E+06,0.545,0.742,1.02E+06,,8.06E+04,22.296,859.63342,859.63531,,0.09,22.2,22.343,DETECTED,859.63479,1.36E+05,9.86E+05,0.511,0.743,9.86E+05,,7.60E+04,22.295,859.63464,859.63568,,0.098,22.199,22.327,DETECTED,859.63489,1.40E+05,1.01E+06,0.332,0.666,1.01E+06,,9.53E+04,22.273,859.63324,859.6355,,0.113,22.193,22.335,DETECTED,859.6351,1.38E+05,1.12E+06,0.897,0.895,1.12E+06,
21680,22.286,22.228,22.312,655.44268,655.44232,655.44476,9.56E+04,6.02E+03,2.62E+04,9.56E+04,0,0.5,2,2,0.93,0.29,0.00019,0.01,,,,,,,,,,6.02E+03,22.276,655.44232,655.44476,,0.137,22.228,22.308,DETECTED,655.44287,4.40E+04,9.56E+04,0.654,0.827,9.56E+04,,2.50E+03,22.296,655.44135,655.44287,,0.05,22.248,22.312,DETECTED,655.4425,2.62E+04,5.29E+04,0.33,0.665,5.29E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
21681,22.287,22.241,22.434,253.21719,253.21672,253.21736,1.55E+05,1.26E+04,4.58E+04,1.55E+05,0,0.75,3,1,0.94,0.3,0.00007,0.007,,,,,,,,,,9.65E+03,22.276,253.21696,253.21756,,0.085,22.244,22.355,DETECTED,253.2173,6.17E+04,1.21E+05,2.428,1.714,1.21E+05,,,,,,,,,,UNKNOWN,,,,,,,,1.26E+04,22.295,253.21672,253.21736,,0.136,22.247,22.434,DETECTED,253.2171,4.91E+04,1.10E+05,2.891,1.946,1.10E+05,,5.67E+03,22.288,253.21701,253.21729,,0.044,22.241,22.304,DETECTED,253.21716,4.58E+04,1.55E+05,0.331,0.665,1.55E+05,
21682,22.288,22.209,22.335,765.5887,765.58441,765.58984,1.48E+05,1.14E+04,2.71E+04,1.48E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.14E+04,22.288,765.58441,765.58984,,0.079,22.209,22.335,DETECTED,765.5887,2.71E+04,1.48E+05,0.59,0.795,1.48E+05,
21683,22.29,22.193,22.339,799.5967,799.59277,799.59918,1.88E+05,1.53E+04,3.23E+04,1.88E+05,0,0.5,2,0,0.86,0.65,0.00052,0.018,,,,,,,,,,1.41E+04,22.308,799.59277,799.59918,,0.068,22.212,22.339,DETECTED,799.59722,3.91E+04,1.80E+05,0.323,0.662,1.80E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.53E+04,22.273,799.5918,799.59882,,0.085,22.193,22.335,DETECTED,799.59618,3.23E+04,1.88E+05,0.701,0.895,1.88E+05,
21684,22.292,22.177,22.385,713.38003,713.37842,713.38153,1.55E+05,1.47E+04,1.91E+04,1.55E+05,0,0.75,3,3,0.88,0.3,0.00021,0.029,,,,,,,,,,1.47E+04,22.323,713.37842,713.38153,,0.065,22.212,22.385,DETECTED,713.37971,3.91E+04,1.55E+05,0.566,0.783,1.55E+05,,6.77E+03,22.248,713.37952,713.38275,,0.076,22.184,22.296,DETECTED,713.38033,3.07E+04,8.74E+04,0.756,0.878,8.74E+04,,,,,,,,,,UNKNOWN,,,,,,,,9.92E+03,22.304,713.37878,713.38458,,0.161,22.177,22.335,DETECTED,713.38005,1.91E+04,1.26E+05,0.275,0.622,1.26E+05,
21685,22.292,22.244,22.308,267.1965,267.19598,267.19678,5.79E+04,2.94E+03,2.59E+04,5.79E+04,0,0.25,1,0,1,0,0,0,,,,,,,,,,2.94E+03,22.292,267.19598,267.19678,,0.083,22.244,22.308,DETECTED,267.1965,2.59E+04,5.79E+04,0.322,0.661,5.79E+04,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
21686,22.292,22.26,22.323,773.5797,773.57788,773.58112,1.01E+05,3.74E+03,4.17E+04,1.01E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,3.74E+03,22.292,773.57788,773.58112,,0.027,22.26,22.323,DETECTED,773.5797,4.17E+04,1.01E+05,0.946,0.973,1.01E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
21687,22.292,22.225,22.487,833.61874,833.617,833.62006,4.49E+05,4.97E+04,4.39E+04,4.49E+05,0,0.75,3,0,0.93,0.42,0.00035,0.003,,,,,,,,,,2.72E+04,22.292,833.617,833.62006,,0.652,22.228,22.323,DETECTED,833.61926,8.54E+04,3.98E+05,0.476,0.738,3.98E+05,,4.06E+04,22.296,833.617,833.62006,,0.059,22.232,22.481,DETECTED,833.61841,4.39E+04,4.43E+05,3.757,1.943,4.43E+05,,,,,,,,,,UNKNOWN,,,,,,,,4.97E+04,22.288,833.61615,833.62201,,0.102,22.225,22.487,DETECTED,833.61855,6.33E+04,4.49E+05,7.023,2.064,4.49E+05,
21688,22.293,22.193,22.519,732.45427,732.45386,732.45465,1.49E+06,2.07E+05,2.13E+05,1.49E+06,0,1,4,0,0.96,0.13,0.00009,0.008,,,,,,,,,,1.34E+05,22.276,732.4541,732.45471,,0.129,22.212,22.37,DETECTED,732.45435,3.60E+05,1.14E+06,1.468,1.234,1.14E+06,,1.89E+05,22.296,732.45349,732.45453,,0.159,22.216,22.451,DETECTED,732.45415,3.35E+05,1.49E+06,1.93,1.465,1.49E+06,,1.53E+05,22.295,732.45386,732.45465,,0.13,22.199,22.402,DETECTED,732.45421,2.33E+05,1.30E+06,1.121,1.061,1.30E+06,,2.07E+05,22.304,732.45355,732.45502,,0.159,22.193,22.519,DETECTED,732.45439,2.13E+05,1.22E+06,1.785,1.466,1.22E+06,
21689,22.293,22.193,22.503,733.45782,733.45551,733.45886,5.87E+05,8.46E+04,9.33E+04,5.87E+05,0,1,4,0,0.96,0.13,0.0001,0.008,,,,,,,,,,7.83E+04,22.276,733.4563,733.45874,,0.161,22.212,22.477,DETECTED,733.45783,9.96E+04,4.76E+05,3.131,2.066,4.76E+05,,6.14E+04,22.296,733.45599,733.46094,,0.111,22.2,22.373,DETECTED,733.45773,1.10E+05,5.87E+05,0.833,0.9,5.87E+05,,7.03E+04,22.295,733.45551,733.45886,,0.134,22.199,22.434,DETECTED,733.45772,1.17E+05,5.34E+05,1.451,1.225,5.34E+05,,8.46E+04,22.304,733.4566,733.45935,,0.138,22.193,22.503,DETECTED,733.458,9.33E+04,5.03E+05,1.764,1.395,5.03E+05,
21690,22.293,22.241,22.358,832.61556,832.61499,832.61621,7.98E+05,5.41E+04,1.76E+05,7.98E+05,3,1,4,0,0.96,0.11,0.00009,0.008,,,,,,,,,,4.91E+04,22.276,832.61389,832.61615,1,0.094,22.244,22.339,DETECTED,832.61557,2.31E+05,6.90E+05,1.936,1.468,6.90E+05,-0.017,5.01E+04,22.296,832.61389,832.6167,1,0.087,22.248,22.358,DETECTED,832.61538,1.76E+05,6.25E+05,1.281,1.141,6.25E+05,-0.017,5.32E+04,22.295,832.61499,832.61621,,0.084,22.247,22.341,DETECTED,832.6157,2.37E+05,7.98E+05,0.967,0.983,7.98E+05,,5.41E+04,22.304,832.61517,832.61627,1,0.08,22.241,22.335,DETECTED,832.61561,2.68E+05,7.51E+05,0.492,0.746,7.51E+05,-0.009
21691,22.293,22.209,22.451,790.56847,790.56519,790.56885,3.58E+06,2.97E+05,2.75E+05,3.58E+06,7,1,4,0,0.97,0.12,0.0001,0.003,,,,,,,,,,2.73E+05,22.292,790.56482,790.56897,2,0.087,22.212,22.414,DETECTED,790.56853,2.78E+05,2.79E+06,1.227,1.264,2.79E+06,-0.044,2.97E+05,22.296,790.56445,790.56921,2,0.076,22.232,22.451,DETECTED,790.56842,2.75E+05,3.58E+06,1.699,1.662,3.58E+06,-0.027,2.77E+05,22.295,790.56519,790.56885,1,0.08,22.215,22.434,DETECTED,790.56832,2.75E+05,3.11E+06,1.953,1.238,3.11E+06,0.069,2.81E+05,22.288,790.56653,790.56903,2,0.082,22.209,22.41,DETECTED,790.56861,2.79E+05,2.99E+06,1.392,1.265,2.99E+06,-0.043
21692,22.295,22.263,22.357,815.57345,815.57147,815.57568,1.53E+05,1.12E+04,5.00E+04,1.53E+05,0,0.25,1,3,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.12E+04,22.295,815.57147,815.57568,,0.12,22.263,22.357,DETECTED,815.57345,5.00E+04,1.53E+05,1.94,1.47,1.53E+05,,,,,,,,,,UNKNOWN,,,,,,,
21693,22.295,22.183,22.311,825.54319,825.53925,825.54694,1.23E+05,1.14E+04,4.39E+04,1.23E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.14E+04,22.295,825.53925,825.54694,,0.106,22.183,22.311,DETECTED,825.54319,4.39E+04,1.23E+05,0.142,0.571,1.23E+05,,,,,,,,,,UNKNOWN,,,,,,,
21694,22.295,22.183,22.327,861.57219,861.57098,861.5755,1.94E+05,1.58E+04,3.91E+04,1.94E+05,0,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.58E+04,22.295,861.57098,861.5755,,0.095,22.183,22.327,DETECTED,861.57219,3.91E+04,1.94E+05,0.285,0.643,1.94E+05,,,,,,,,,,UNKNOWN,,,,,,,
21695,22.296,22.248,22.312,761.40128,761.40039,761.40308,1.32E+05,5.43E+03,5.92E+04,1.32E+05,0,0.25,1,4,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,5.43E+03,22.296,761.40039,761.40308,,0.031,22.248,22.312,DETECTED,761.40128,5.92E+04,1.32E+05,0.33,0.665,1.32E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
21696,22.296,22.232,22.312,872.6084,872.60663,872.61346,1.58E+05,6.52E+03,3.44E+04,1.58E+05,0,0.25,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.52E+03,22.296,872.60663,872.61346,,0.041,22.232,22.312,DETECTED,872.6084,3.44E+04,1.58E+05,0.248,0.624,1.58E+05,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
21697,22.296,22.264,22.373,934.66374,934.65851,934.66699,2.33E+05,2.00E+04,8.56E+04,2.33E+05,1,0.25,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,2.00E+04,22.296,934.65851,934.66699,1,0.044,22.264,22.373,DETECTED,934.66374,8.56E+04,2.33E+05,2.384,1.692,2.33E+05,-0.177,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
21698,22.296,22.28,22.419,936.6776,936.6756,936.67957,2.08E+05,1.69E+04,5.56E+04,2.08E+05,1,0.25,1,2,1,0,0,0,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,1.69E+04,22.296,936.6756,936.67957,1,0.07,22.28,22.419,DETECTED,936.6776,5.56E+04,2.08E+05,7.718,4.359,2.08E+05,-0.049,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,
21699,22.297,22.2,22.54,766.45943,766.45813,766.45972,4.53E+05,5.45E+04,5.92E+04,4.53E+05,4,1,4,0,0.96,0.19,0.00015,0.005,,,,,,,,,,5.45E+04,22.308,766.45709,766.4613,1,0.143,22.212,22.54,DETECTED,766.45939,5.92E+04,3.98E+05,2.191,1.716,3.98E+05,-0.033,4.48E+04,22.296,766.45801,766.46082,1,0.108,22.2,22.373,DETECTED,766.45937,8.71E+04,4.53E+05,0.714,0.9,4.53E+05,-0.005,4.42E+04,22.295,766.45813,766.45972,1,0.116,22.215,22.402,DETECTED,766.45923,6.57E+04,4.05E+05,1.344,1.172,4.05E+05,-0.001,4.23E+04,22.288,766.45886,766.46051,1,0.113,22.209,22.364,DETECTED,766.45972,7.98E+04,4.01E+05,0.955,0.978,4.01E+05,-0.021
21700,22.297,22.209,22.461,792.57389,792.57092,792.5752,5.03E+05,5.09E+04,3.62E+04,5.03E+05,1,1,4,1,0.93,0.35,0.00028,0.005,,,,,,,,,,5.09E+04,22.308,792.57141,792.57599,,0.077,22.212,22.461,DETECTED,792.5744,3.79E+04,4.36E+05,2.166,1.302,4.36E+05,,3.44E+04,22.296,792.57263,792.57605,1,0.074,22.232,22.373,DETECTED,792.57357,6.54E+04,5.03E+05,1.486,1.099,5.03E+05,-0.003,4.01E+04,22.295,792.57092,792.5752,,0.121,22.231,22.418,DETECTED,792.57366,4.61E+04,3.54E+05,1.923,1.462,3.54E+05,,3.73E+04,22.288,792.57141,792.57544,,0.098,22.209,22.364,DETECTED,792.57394,3.62E+04,4.25E+05,0.955,0.978,4.25E+05,
21701,22.3,22.257,22.373,699.36464,699.36353,699.36603,1.18E+05,8.54E+03,3.08E+04,1.18E+05,0,0.5,2,0,0.91,0.4,0.00028,0.011,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,,,,,,,,,UNKNOWN,,,,,,,,6.96E+03,22.311,699.36353,699.36603,,0.077,22.279,22.373,DETECTED,699.36436,3.77E+04,1.18E+05,1.959,1.48,1.18E+05,,8.54E+03,22.288,699.36377,699.36719,,0.094,22.257,22.364,DETECTED,699.36492,3.08E+04,1.13E+05,2.392,1.696,1.13E+05,
21702,22.3,22.025,22.402,823.52593,823.52319,823.52753,1.58E+05,2.78E+04,3.98E+04,1.58E+05,0,1,4,1,0.84,0.38,0.00031,0.042,,,,,,,,,,9.68E+03,22.339,823.52545,823.52698,,0.089,22.26,22.355,DETECTED,823.52603,3.98E+04,1.58E+05,0.202,0.601,1.58E+05,,2.35E+04,22.216,823.52338,823.52771,,0.229,22.025,22.28,DETECTED,823.52545,4.11E+04,1.40E+05,0.335,0.667,1.40E+05,,2.78E+04,22.341,823.52319,823.52753,,0.225,22.071,22.402,DETECTED,823.52577,5.22E+04,1.33E+05,0.226,0.613,1.33E+05,,1.33E+04,22.304,823.5257,823.52747,,0.06,22.241,22.379,DETECTED,823.52646,4.59E+04,1.54E+05,1.17,1.085,1.54E+05,
