feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_level,fragments_ms2_spectrum_level,datafile:neg_hela_HG1.mzML:area,datafile:neg_hela_HG2.mzML:area,datafile:neg_hela_HG3.mzML:area,datafile:neg_hela_HG4.mzML:area,datafile:neg_hela_HG5.mzML:area,datafile:neg_hela_HG6.mzML:area,datafile:neg_hela_LG1.mzML:area,datafile:neg_hela_LG2.mzML:area,datafile:neg_hela_LG3.mzML:area,datafile:neg_hela_LG4.mzML:area,datafile:neg_hela_LG5.mzML:area,datafile:neg_hela_LG6.mzML:area,datafile:neg_hela_S1.mzML:area,datafile:neg_hela_S2.mzML:area,datafile:neg_hela_S3.mzML:area,datafile:neg_hela_S4.mzML:area,datafile:neg_hela_S5.mzML:area,datafile:neg_hela_S6.mzML:area
N13018,8.923,776.5517,776.55996,10.63665451,C45H80NO7P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:4_18:2,"PE O-22:4(7,10,13,16)_18:2(6,9)",0.71325,0.88538875,0.177782073,0.302089533,Some,Some,,0,0,0,0,0,20100,0,0,0,0,0,0,0,0,0,0,0
N13018,8.923,776.5517,776.55996,10.63665451,C45H80NO7P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:4_18:2,"PE O-22:4(7,10,13,16)_18:2(9,12)",0.79425,0.889185,0.159474242,0.295922893,All,Some,,0,0,0,0,0,20100,0,0,0,0,0,0,0,0,0,0,0
N13044,8.927,778.56923,778.57561,8.194451403,C45H82NO7P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-24:5_16:0,"PE O-24:5(9,12,15,18,21)_16:0",0.7142,0.864098,0.270375093,0.374129875,All,Some,0,0,0,58151.97299,30494.72102,43700.22136,0,43950.08251,44356.43564,41151.55841,52236.53336,40093.01156,53807.83582,44873.69364,53768.94809,47530.38674,46407.83379,44811.72515
N13044,8.927,778.56923,778.57561,8.194451403,C45H82NO7P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCCC=CCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-24:5_16:0,"PE O-24:5(6,9,12,15,18)_16:0",0.793,0.900377,0.15727911,0.295160988,All,Some,0,0,0,113848.027,140505.279,188299.7786,0,105049.9175,83643.56436,99848.44159,73763.46664,82906.98844,137192.1642,153126.3064,151231.0519,141469.6133,146592.1662,122188.2748
N13159,8.956,845.53261,845.53381,1.419221781,C48H79O10P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 20:3_22:5,"PG 20:3(11,14,17)_22:5(7,10,13,16,19)",0.741333333,0.781831667,0.986962134,0.941886207,Some,Some,0,0,0,0,0,0,0,0,0,0,0,0,56533.33333,60066.66667,61666.66667,59533.33333,55266.66667,49266.66667
N13159,8.956,845.53261,845.53381,1.419221781,C48H79O10P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 20:3_22:5,"PG 20:3(8,11,14)_22:5(7,10,13,16,19)",0.746,0.793629,0.983029305,0.940386344,Some,Some,0,0,0,0,0,0,0,0,0,0,0,0,14133.33333,15016.66667,15416.66667,14883.33333,13816.66667,12316.66667
N13159,8.956,845.53261,845.53381,1.419221781,C48H79O10P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 20:3_22:5,"PG 20:3(11,14,17)_22:5(4,7,10,13,16)",0.678545455,0.749536364,0.969835505,0.918676586,Some,Some,0,0,0,0,0,0,0,0,0,0,0,0,14133.33333,15016.66667,15416.66667,14883.33333,13816.66667,12316.66667
N13214,8.971,915.59626,915.5968,0.589779257,C49H89O13P,CCCCCC=CCC=CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_22:2,"PI 18:1(9)_22:2(13,16)",0.751333333,0.646033333,0.153428381,0.262479371,Some,Some,11982.33671,0,0,0,0,0,9015.910781,0,0,0,0,0,0,0,0,0,0,0
N13214,8.971,915.59626,915.5968,0.589779257,C49H89O13P,CCCCCC=CCC=CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_22:2,"PI 18:1(11)_22:2(13,16)",0.6755,0.91586,0.09741841,0.237070728,All,Some,11982.33671,0,0,0,0,0,9015.910781,0,0,0,0,0,0,0,0,0,0,0
N13214,8.971,915.59626,915.5968,0.589779257,C49H89O13P,CCCCCC=CCC=CCCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_22:2,"PI 18:1(6)_22:2(13,16)",0.6945,0.8797475,0.088784125,0.22845205,All,Some,8435.326587,0,0,0,0,0,2768.178439,0,0,0,0,0,0,0,0,0,0,0
N13277,8.99,863.56577,863.5655,0.312657233,C45H85O13P,CCCCCCCCC=CCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 10:0_26:1,PI 10:0_26:1(17),0.723,0.761785,0.316452418,0.401640435,All,All,,0,0,0,0,0,,0,,0,,0,0,,,,,
N13874,9.116,889.58088,889.58115,0.303513625,C47H87O13P,CCCCCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:0_20:2,"PI 18:0_20:2(11,14)",0.716,0.895785,0.185041111,0.309211389,All,All,,0,0,0,0,0,0,,,,,,,,,,,
N13917,9.127,712.49087,712.49228,1.978968811,C39H72NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 16:1_18:2,"PE 16:1(7)_18:2(9,12)",0.89,0.914443333,0.200325968,0.340705107,Some,Some,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
N13917,9.127,712.49087,712.49228,1.978968811,C39H72NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 16:1_18:2,"PE 16:1(6)_18:2(9,12)",0.786333333,0.906066667,0.173610188,0.308128151,All,Some,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
N13917,9.127,712.49087,712.49228,1.978968811,C39H72NO8P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 16:1_18:2,"PE 16:1(9)_18:2(9,12)",0.905666667,0.942585,0.100162984,0.264955554,All,Some,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
N14022,9.155,778.57036,778.57561,6.743083051,C45H82NO7P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-24:5_16:0,"PE O-24:5(9,12,15,18,21)_16:0",0.7768,0.840967,0.302676148,0.403917618,All,Some,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,923.0845591,0
N14022,9.155,778.57036,778.57561,6.743083051,C45H82NO7P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCCC=CCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCCN,[M-H]-,PE O-24:5_16:0,"PE O-24:5(6,9,12,15,18)_16:0",0.595,0.900622,0.281564082,0.374813466,All,Some,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646.915441,0
N14418,9.266,790.53856,790.53923,0.847522773,C45H78NO8P,CCCCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 16:0_24:6,"PE 16:0_24:6(4,7,10,13,16,19)",0.849333333,0.779725833,0.353459941,0.44567387,All,Some,0,28300,0,20100,12300,0,0,21300,26700,24500,28300,35600,39000,48000,38300,41800,32300,45800
N14588,9.312,762.50668,762.50793,1.639327213,C43H74NO8P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 16:0_22:6,"PE 16:0_22:6(4,7,10,13,16,19)",0.895333333,0.802409167,0.321141001,0.426687051,All,Some,544000,0,0,0,0,0,140000,0,0,0,0,0,0,0,0,0,0,0
N14727,9.35,788.52217,788.52358,1.788151979,C45H76NO8P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_22:6,"PE 18:1(9)_22:6(4,7,10,13,16,19)",0.798833333,0.79488,0.247714286,0.357542762,Some,Some,0,0,0,0,0,0,93584.46921,0,0,0,0,0,0,0,0,0,0,0
N14727,9.35,788.52217,788.52358,1.788151979,C45H76NO8P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_22:6,"PE 18:1(6)_22:6(4,7,10,13,16,19)",0.8465,0.7938025,0.237644193,0.354145604,Some,Some,0,0,0,0,0,0,71424.3732,0,0,0,0,0,0,0,0,0,0,0
N14727,9.35,788.52217,788.52358,1.788151979,C45H76NO8P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_22:6,"PE 18:1(11)_22:6(4,7,10,13,16,19)",0.845285714,0.806167857,0.233738426,0.352136098,All,Some,0,0,0,0,0,0,63991.1576,0,0,0,0,0,0,0,0,0,0,0
N14944,9.402,802.55929,802.56036,1.333233054,C42H80NO8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:1_18:1,PC 16:1(7)_18:1(6),0.7615,0.674365,0.242685931,0.337735244,All,Some,2992.427184,0,0,0,0,0,0,,0,,0,,,0,,,,
N14944,9.402,802.55929,802.56036,1.333233054,C42H80NO8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:1_18:1,PC 16:1(6)_18:1(6),0.733,0.69541,0.242685931,0.336989744,All,Some,3714.841424,0,0,0,0,0,0,,0,,0,,,0,,,,
N14944,9.402,802.55929,802.56036,1.333233054,C42H80NO8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:1_18:1,PC 16:1(9)_18:1(6),0.6695,0.7087725,0.242685931,0.331975994,All,Some,2632.731392,0,0,0,0,0,0,,0,,0,,,0,,,,
N15137,9.44,790.53801,790.53923,1.543250422,C45H78NO8P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_22:5,"PE 18:1(9)_22:5(7,10,13,16,19)",0.664,0.648452857,0.597999666,0.609645019,Some,Some,0,0,0,0,0,0,0,4137.344504,0,6600,3997.920998,4250.416207,6142.013889,6381.818182,6361.249697,7342.497815,5931.35436,6598.310724
N15137,9.44,790.53801,790.53923,1.543250422,C45H78NO8P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_22:5,"PE 18:1(11)_22:5(7,10,13,16,19)",0.56575,0.7761175,0.43686415,0.48367807,All,Some,0,0,0,0,0,0,0,4137.344504,0,6600,4434.511435,4250.416207,6142.013889,6381.818182,6870.428675,7342.497815,5931.35436,6598.310724
N15137,9.44,790.53801,790.53923,1.543250422,C45H78NO8P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_22:5,"PE 18:1(6)_22:5(7,10,13,16,19)",0.6215,0.77317625,0.409945425,0.467423965,Some,Some,0,0,0,0,0,0,0,13225.31099,17700,6600,15567.56757,14199.16759,17115.97222,15836.36364,15568.32163,15515.00437,15937.29128,16503.37855
N15152,9.448,802.55963,802.56036,0.909588906,C42H80NO8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:1_18:1,PC 16:1(6)_18:1(6),0.7625,0.7009725,0.242685931,0.340495994,All,Some,3543.360932,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
N15152,9.448,802.55963,802.56036,0.909588906,C42H80NO8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:1_18:1,PC 16:1(7)_18:1(6),0.7505,0.68788,0.242685931,0.337986744,All,Some,2593.501993,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
N15152,9.448,802.55963,802.56036,0.909588906,C42H80NO8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:1_18:1,PC 16:1(9)_18:1(6),0.679,0.708855,0.242685931,0.332934244,All,Some,3573.137075,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0
N15625,9.565,739.45114,739.45556,5.977370702,C40H69O10P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 12:0_22:5,"PG 12:0_22:5(4,7,10,13,16)",0.691076923,0.436509231,0.290894392,0.345474129,All,Some,0,125735.7076,1300000,906893.6496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N15625,9.565,739.45114,739.45556,5.977370702,C40H69O10P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 12:0_22:5,"PG 12:0_22:5(7,10,13,16,19)",0.7075,0.62432125,0.190317625,0.285436225,All,Some,0,1164264.292,0,273106.3504,1180000,0,0,0,0,0,0,0,0,0,0,0,0,0
N15677,9.578,699.48879,699.49703,11.77989276,C39H73O8P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:1_18:1,PA 18:1(11)_18:1(11),0.704,0.481665,0.426586218,0.459835474,All,Some,0,0,0,,,,0,,,,,,,,0,,,0
N15677,9.578,699.48879,699.49703,11.77989276,C39H73O8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:1_18:1,PA 18:1(11)_18:1(6),0.685333333,0.371446667,0.356180025,0.39062202,Some,Some,0,0,0,,,,0,,,,,,,,0,,,0
N15677,9.578,699.48879,699.49703,11.77989276,C39H73O8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:1_18:1,PA 18:1(11)_18:1(9),0.768,0.518095,0.27099021,0.345401668,All,Some,0,25200,15700,,,,0,,,,,,,,0,,,0
N15717,9.591,802.55951,802.56036,1.05911037,C42H80NO8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:1_18:1,PC 16:1(9)_18:1(6),0.852,0.605906667,0.323581241,0.404655659,All,Some,2322.803807,0,0,0,0,0,0,,,,0,,,0,0,0,,0
N15717,9.591,802.55951,802.56036,1.05911037,C42H80NO8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:1_18:1,PC 16:1(7)_18:1(6),0.758,0.51099,0.288839005,0.357970204,All,Some,2043.598097,0,0,0,0,0,0,,,,0,,,0,0,0,,0
N15717,9.591,802.55951,802.56036,1.05911037,C42H80NO8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:1_18:1,PC 16:1(6)_18:1(6),0.879,0.6997925,0.242685931,0.352027994,All,Some,2043.598097,0,0,0,0,0,0,,,,0,,,0,0,0,,0
N16164,9.696,804.57567,804.57601,0.422582821,C42H82NO8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:0_18:1,PC 16:0_18:1(9),0.816,0.895835,0.446140422,0.528095837,All,Some,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
N16164,9.696,804.57567,804.57601,0.422582821,C42H82NO8P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:0_18:1,PC 16:0_18:1(11),0.589,0.911555,0.248154217,0.348578873,All,Some,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,10500,0
N16164,9.696,804.57567,804.57601,0.422582821,C42H82NO8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:0_18:1,PC 16:0_18:1(6),0.787,0.87868,0,0.166568,All,None,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
N16231,9.707,699.48822,699.49703,12.59476398,C39H73O8P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:1_18:1,PA 18:1(11)_18:1(11),0.639,0.48209,0.426586218,0.453377974,All,Some,0,,0,,,,0,,,,,,,,0,,,0
N16231,9.707,699.48822,699.49703,12.59476398,C39H73O8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:1_18:1,PA 18:1(11)_18:1(6),0.556,0.37192,0.356180025,0.37773602,Some,Some,0,,0,,,,0,,,,,,,,0,,,51400
N16231,9.707,699.48822,699.49703,12.59476398,C39H73O8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)O,[M-H]-,PA 18:1_18:1,PA 18:1(11)_18:1(9),0.674,0.65178,0.284390812,0.36009065,All,Some,0,,37000,,,,0,,,,,,,,0,,,0
N16409,9.74,804.57523,804.57601,0.969454707,C42H82NO8P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:0_18:1,PC 16:0_18:1(9),0.728,0.895835,0.444706097,0.518148377,All,Some,0,0,0,0,0,0,0,,,,,,,0,,0,,0
N16409,9.74,804.57523,804.57601,0.969454707,C42H82NO8P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:0_18:1,PC 16:0_18:1(11),0.527,0.911355,0.24639106,0.340948348,All,Some,0,0,0,0,0,0,0,,,,,,,7397.253068,,0,,0
N16409,9.74,804.57523,804.57601,0.969454707,C42H82NO8P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,[M+HCOO]-,PC 16:0_18:1,PC 16:0_18:1(6),0.926,0.8891,0,0.18151,All,None,0,0,0,0,0,0,0,,,,,,,7302.746932,,0,,0
N16516,9.764,819.51572,819.51816,2.977359281,C46H77O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:6,"PG 18:1(9)_22:6(4,7,10,13,16,19)",0.790571429,0.795502857,0.486210539,0.54757586,Some,Some,13223.30456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N16516,9.764,819.51572,819.51816,2.977359281,C46H77O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:6,"PG 18:1(6)_22:6(4,7,10,13,16,19)",0.816,0.78729875,0.425434221,0.500677252,Some,Some,12028.52516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N16516,9.764,819.51572,819.51816,2.977359281,C46H77O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:6,"PG 18:1(11)_22:6(4,7,10,13,16,19)",0.780222222,0.808427778,0.378163752,0.461396002,All,Some,10448.17029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N17155,9.946,809.56618,809.57019,4.953245623,C46H83O9P,CCCCCCCCCCCCCCCCCC(=O)OC(COCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-22:5_18:0,"PG O-22:5(7,10,13,16,19)_18:0",0.748888889,0.957147778,0.329181516,0.43394888,All,Some,,0,227207.9071,49139.71359,207337.3121,246134.2323,0,0,0,0,0,0,0,0,0,0,0,0
N17155,9.946,809.56618,809.57019,4.953245623,C46H83O9P,CCCCCCCCCCCCCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-22:5_18:0,"PG O-22:5(4,7,10,13,16)_18:0",0.88975,0.71226,0.234735046,0.347989037,All,Some,,0,28792.09289,219860.2864,58662.68786,20865.7677,0,0,0,0,0,0,0,0,0,0,0,0
N17265,9.972,821.53017,821.53381,4.430736697,C46H79O10P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:5,"PG 18:1(9)_22:5(7,10,13,16,19)",0.605555556,0.646216667,0.500063163,0.525227752,Some,Some,0,0,32744.1358,0,22205.25892,0,0,0,0,0,0,0,0,0,0,0,0,0
N17265,9.972,821.53017,821.53381,4.430736697,C46H79O10P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:5,"PG 18:1(9)_22:5(4,7,10,13,16)",0.662625,0.71429375,0.482109217,0.523379249,Some,Some,0,0,18596.41395,0,12585.73933,0,0,0,0,0,0,0,0,0,0,0,0,0
N17265,9.972,821.53017,821.53381,4.430736697,C46H79O10P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:5,"PG 18:1(6)_22:5(4,7,10,13,16)",0.694375,0.717359375,0.468532729,0.51599962,Some,Some,0,0,1659.45025,0,1609.001753,0,0,0,0,0,0,0,0,0,0,0,0,0
N17713,10.082,809.56642,809.57019,4.65679202,C46H83O9P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-24:5_16:0,"PG O-24:5(9,12,15,18,21)_16:0",0.912444444,0.852974444,0.220125846,0.352642566,All,Some,,252000,0,0,0,0,0,102790.0752,110593.7827,104982.9431,94963.74404,104301.1573,196587.7356,201283.4074,209029.7838,216656.9611,210746.2607,179245.5616
N17713,10.082,809.56642,809.57019,4.65679202,C46H83O9P,CCCCCCCCCCCCCCCC(=O)OC(COCCCCCC=CCC=CCC=CCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG O-24:5_16:0,"PG O-24:5(6,9,12,15,18)_16:0",0.8805,0.7073825,0.168909981,0.293916235,All,Some,,0,0,0,0,0,0,14209.92484,15406.21731,9017.056856,18036.25596,11698.84268,14412.26436,10716.59256,4970.216248,1343.038876,8253.739345,13754.4384
N17734,10.087,790.53854,790.53923,0.87282196,C45H78NO8P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_22:5,"PE 18:1(9)_22:5(7,10,13,16,19)",0.796285714,0.78659,0.491239059,0.551278818,Some,Some,286.498565,0,0,0,0,0,1027.512085,0,0,0,0,0,0,0,0,0,0,0
N17734,10.087,790.53854,790.53923,0.87282196,C45H78NO8P,CCCCCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_22:5,"PE 18:1(9)_22:5(4,7,10,13,16)",0.773428571,0.748207143,0.443467257,0.506937377,Some,Some,60636.94904,0,0,0,0,0,22032.91165,0,0,0,0,0,0,0,0,0,0,0
N17734,10.087,790.53854,790.53923,0.87282196,C45H78NO8P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCCN,[M-H]-,PE 18:1_22:5,"PE 18:1(11)_22:5(7,10,13,16,19)",0.824666667,0.914025,0.344951901,0.449830688,All,Some,2076.552394,0,0,0,0,0,3439.576262,0,0,0,0,0,0,0,0,0,0,0
N17761,10.093,821.53045,821.53381,4.089910798,C46H79O10P,CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:5,"PG 18:1(11)_22:5(7,10,13,16,19)",0.68,0.597618,0.526968357,0.549336486,All,Some,0,0,0,0,0,0,0,11172.90938,0,0,11312.51631,12732.61217,16206.32184,14937.62728,14699.71292,14863.91096,12729.50785,14183.58226
