feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_level,fragments_ms2_spectrum_level,datafile:neg_hela_HG1.mzML:area,datafile:neg_hela_HG2.mzML:area,datafile:neg_hela_HG3.mzML:area,datafile:neg_hela_HG4.mzML:area,datafile:neg_hela_HG5.mzML:area,datafile:neg_hela_HG6.mzML:area,datafile:neg_hela_LG1.mzML:area,datafile:neg_hela_LG2.mzML:area,datafile:neg_hela_LG3.mzML:area,datafile:neg_hela_LG4.mzML:area,datafile:neg_hela_LG5.mzML:area,datafile:neg_hela_LG6.mzML:area,datafile:neg_hela_S1.mzML:area,datafile:neg_hela_S2.mzML:area,datafile:neg_hela_S3.mzML:area,datafile:neg_hela_S4.mzML:area,datafile:neg_hela_S5.mzML:area,datafile:neg_hela_S6.mzML:area
N2708,5.395,719.48229,719.48686,6.351749078,C38H73O10P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 14:0_18:1,PG 14:0_18:1(6),0.996,0.86343,0,0.185943,Some,None,,,0,,,,,,,0,,,,,0,,0,
N2708,5.395,719.48229,719.48686,6.351749078,C38H73O10P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 14:0_18:1,PG 14:0_18:1(11),0.762,0.92163,0,0.168363,Some,None,,,0,,,,,,,0,,,,,0,,0,
N2708,5.395,719.48229,719.48686,6.351749078,C38H73O10P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 14:0_18:1,PG 14:0_18:1(9),0.43,0.89733,0,0.132733,Some,None,,,0,,,,,,,0,,,,,0,,0,
N2716,5.402,717.47088,717.47121,0.459948769,C38H71O10P,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_16:1,PG 16:1(9)_16:1(9),0.99,0.92528,0,0.191528,Some,None,,0,0,0,0,0,,0,,0,0,0,0,8215.917375,0,0,0,0
N2716,5.402,717.47088,717.47121,0.459948769,C38H71O10P,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_16:1,PG 16:1(7)_16:1(9),0.988,0.91386,0,0.190186,Some,None,,26400,22750,25650,18300,21100,,24150,,26500,23700,22200,34600,34150,45300,35100,42000,35250
N2716,5.402,717.47088,717.47121,0.459948769,C38H71O10P,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_16:1,PG 16:1(7)_16:1(7),0.986,0.90244,0,0.188844,Some,None,,26400,22750,25650,18300,21100,,24150,,26500,23700,22200,34600,25934.08262,45300,35100,42000,35250
N2732,5.414,743.48616,743.48686,0.941509578,C40H73O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_18:2,"PG 16:1(6)_18:2(9,12)",0.891333333,0.899533333,0,0.179086667,Some,None,,0,2640,0,0,0,,2271.59887,,0,0,0,2445,0,0,0,0,0
N2732,5.414,743.48616,743.48686,0.941509578,C40H73O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_18:2,"PG 16:1(9)_18:2(9,12)",0.806,0.921286667,0,0.172728667,Some,None,,0,1075.518672,0,0,0,,1562.601695,,0,0,0,1222.5,0,0,0,0,0
N2732,5.414,743.48616,743.48686,0.941509578,C40H73O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_18:2,"PG 16:1(7)_18:2(9,12)",0.698,0.891473333,0,0.158947333,Some,None,,0,1564.481328,0,0,0,,1135.799435,,0,0,0,1222.5,0,0,0,0,0
N2770,5.461,831.50423,831.5029,1.599513363,C43H77O13P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:1_18:2,"PI 16:1(7)_18:2(6,9)",0.781,0.515535,0.435366213,0.477946471,Some,Some,,3232.746185,0,1985.364281,0,0,,8064.841183,11765.15312,12949.64176,12062.49027,14781.1328,8143.355058,6807.010087,6941.286102,6498.514286,6401.086957,8427.926934
N2770,5.461,831.50423,831.5029,1.599513363,C43H77O13P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:1_18:2,"PI 16:1(9)_18:2(6,9)",0.5652,0.605904,0.247641279,0.315223423,All,Some,,358.5910931,0,0,0,0,,3713.47207,6869.69377,7783.828045,7523.097614,8879.791495,963.5307453,999.7462412,1059.738336,741.6,1186.956522,1194.863308
N2770,5.461,831.50423,831.5029,1.599513363,C43H77O13P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:1_18:2,"PI 16:1(6)_18:2(6,9)",0.6464,0.71631,0.190667071,0.288804656,All,Some,,3668.662722,0,2164.635719,0,0,,9021.686747,11765.15312,13566.53019,13814.41212,14339.07571,9393.114197,7493.243672,7898.975562,7159.885714,8011.956522,9677.209758
N2789,5.48,881.51875,881.51855,0.226881215,C47H79O13P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_22:6,"PI 16:0_22:6(4,7,10,13,16,19)",0.5075,0.87041375,0.084013908,0.205002502,All,Some,,106000,54300,69900,43400,41000,,87200,69200,72900,75900,79100,120000,103000,107000,99900,106000,105000
N2793,5.482,791.48697,791.48686,0.138978934,C44H73O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_22:6,"PG 16:1(7)_22:6(4,7,10,13,16,19)",0.464285714,0.923385714,0.163365155,0.269459267,Some,Some,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
N2793,5.482,791.48697,791.48686,0.138978934,C44H73O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_22:6,"PG 16:1(6)_22:6(4,7,10,13,16,19)",0.40525,0.73802375,0.15172777,0.235709591,Some,Some,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
N2793,5.482,791.48697,791.48686,0.138978934,C44H73O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_22:6,"PG 16:1(9)_22:6(4,7,10,13,16,19)",0.33575,0.76819625,0.143822243,0.225452419,Some,Some,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
N2801,5.484,805.48793,805.48725,0.844209514,C41H75O13P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 14:1_18:1,PI 14:1(5)_18:1(9),0.602,0.905195,0.0390464,0.18195662,All,Some,,0,0,0,0,0,,0,0,135.9052203,0,0,0,0,0,0,0,0
N2801,5.484,805.48793,805.48725,0.844209514,C41H75O13P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 14:1_18:1,PI 14:1(6)_18:1(9),0.361,0.7377925,0.088921545,0.181016486,All,Some,,0,0,0,0,0,,0,0,1448.999136,0,0,0,0,0,0,0,0
N2801,5.484,805.48793,805.48725,0.844209514,C41H75O13P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 14:1_18:1,PI 14:1(9)_18:1(9),0.3755,0.928415,0.054711161,0.174160429,All,Some,,0,0,0,0,0,,0,0,1075.095644,0,0,0,0,0,0,0,0
N2815,5.489,819.5184,819.51816,0.292855011,C46H77O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:6,"PG 18:1(11)_22:6(4,7,10,13,16,19)",0.768666667,0.815599167,0.032638472,0.184537361,All,Some,,82571.5853,58457.56057,57269.813,49143.93951,41353.2979,,54897.80408,31077.95325,32710.83356,34141.95664,33490.84723,94221.51132,102612.2904,108645.1302,95327.3099,94586.97259,86994.63075
N2815,5.489,819.5184,819.51816,0.292855011,C46H77O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:6,"PG 18:1(9)_22:6(4,7,10,13,16,19)",0.710545455,0.831566364,0.035605606,0.182695667,Some,Some,,70591.33297,48976.71562,52653.60641,42583.42335,36102.66302,,43051.09796,29577.00569,30708.29939,30460.57625,33007.57999,83522.24625,87379.50041,91732.88332,83255.29249,82123.82948,75831.881
N2815,5.489,819.5184,819.51816,0.292855011,C46H77O10P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_22:6,"PG 18:1(6)_22:6(4,7,10,13,16,19)",0.676181818,0.747339091,0.045243127,0.178546592,Some,Some,,70837.08173,47565.72381,52076.58059,43272.63714,36544.03908,,43051.09796,25145.04106,28580.86705,27997.46711,28401.57278,83256.24243,89008.20922,95621.9865,84417.39761,83289.19793,75173.48825
N2845,5.512,719.48621,719.48686,0.903421641,C38H73O10P,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 14:0_18:1,PG 14:0_18:1(6),0.762,0.86735,0,0.162935,Some,None,,0,9166.159801,4054.683544,3582.730924,2198.901099,,,,11079.85481,60400,0,7139.165985,0,0,0,9847.763102,11755.6391
N2845,5.512,719.48621,719.48686,0.903421641,C38H73O10P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 14:0_18:1,PG 14:0_18:1(11),0.574,0.943785,0,0.1517785,All,None,,0,0,0,0,0,,,,0,0,0,0,0,7668.140442,0,0,0
N2845,5.512,719.48621,719.48686,0.903421641,C38H73O10P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 14:0_18:1,PG 14:0_18:1(9),0.369,0.942895,0,0.1311895,All,None,,26200,18233.8402,6345.316456,4527.269076,2151.098901,,,,43920.14519,0,62200,13260.83401,27000,23531.85956,26200,20052.2369,17744.3609
N2875,5.554,717.47033,717.47121,1.226530051,C38H71O10P,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_16:1,PG 16:1(9)_16:1(9),0.97,0.92561,0,0.189561,Some,None,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
N2875,5.554,717.47033,717.47121,1.226530051,C38H71O10P,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_16:1,PG 16:1(6)_16:1(9),0.863333333,0.891213333,0,0.175454667,Some,None,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
N2875,5.554,717.47033,717.47121,1.226530051,C38H71O10P,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_16:1,PG 16:1(7)_16:1(9),0.826,0.91375,0,0.173975,Some,None,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
N2878,5.555,743.48669,743.48686,0.228652326,C40H73O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_18:2,"PG 16:1(7)_18:2(9,12)",0.816,0.904056667,0,0.172005667,Some,None,,13952.19684,8216.85652,12361.95869,11609.99887,13420.92308,,11893.40659,6400.717875,14950.41322,7419.463087,7946.253345,15919.47137,16058.69638,18235.27305,16544.47439,20247.30888,13955.28669
N2878,5.555,743.48669,743.48686,0.228652326,C40H73O10P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_18:2,"PG 16:1(7)_18:2(6,9)",0.813,0.86929,0,0.168229,Some,None,,0,776.3087457,0,1780.488633,0,,0,0,0,4556.599553,4285.035682,2042.026432,1716.760891,3113.339302,0,0,2874.872874
N2878,5.555,743.48669,743.48686,0.228652326,C40H73O10P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_18:2,"PG 16:1(9)_18:2(6,9)",0.7984,0.880508,0,0.1678908,Some,None,,30647.80316,16406.83473,26538.04131,24909.5125,25179.07692,,27606.59341,15399.28212,25249.58678,21523.93736,21068.71097,29338.5022,31624.54273,40751.38765,32955.52561,39652.69112,30969.84043
N2886,5.569,857.51972,857.51855,1.364401971,C45H79O13P,CCCCCC=CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 10:0_26:4,"PI 10:0_26:4(11,14,17,20)",0.4945,0.71481375,0.1769537,0.262494335,All,Some,,12500,0,0,0,0,0,11400,0,0,0,0,16700,0,0,9780,0,14700
N2900,5.586,769.50107,769.50251,1.871338925,C42H75O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_18:2,"PG 18:2(6,9)_18:2(9,12)",0.6448,0.915012,0,0.1559812,Some,None,,,0,0,0,0,,,0,,0,,0,0,0,1440,0,0
N2900,5.586,769.50107,769.50251,1.871338925,C42H75O10P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_18:2,"PG 18:2(6,9)_18:2(6,9)",0.5695,0.9184825,0,0.14879825,All,None,,,0,0,0,0,,,0,,0,,0,0,0,1440,0,0
N2900,5.586,769.50107,769.50251,1.871338925,C42H75O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_18:2,"PG 18:2(9,12)_18:2(9,12)",0.557,0.465125,0,0.1022125,Some,None,,,0,0,0,0,,,0,,0,,0,0,0,0,0,0
N2917,5.614,745.50255,745.50251,0.053655084,C40H75O10P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_18:1,PG 16:1(9)_18:1(11),0.994,0.92521,0,0.191921,Some,None,,46544.65593,37843.11741,19866.66667,20400,,,86098.32134,114942.4184,110391.3702,125856.2259,137731.8471,40177.99753,53839.37008,41333.33333,35000,38666.66667,38333.33333
N2917,5.614,745.50255,745.50251,0.053655084,C40H75O10P,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_18:1,PG 16:1(7)_18:1(11),0.961,0.91397,0,0.187497,Some,None,,16910.68814,27313.76518,19866.66667,0,,,50803.35731,65115.16315,76217.25965,77287.54814,85536.30573,21644.00494,24321.25984,41333.33333,35000,38666.66667,38333.33333
N2917,5.614,745.50255,745.50251,0.053655084,C40H75O10P,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_18:1,PG 16:1(9)_18:1(9),0.961,0.91397,0,0.187497,Some,None,,46544.65593,37843.11741,19866.66667,20400,,,86098.32134,114942.4184,110391.3702,125856.2259,137731.8471,40177.99753,53839.37008,41333.33333,35000,38666.66667,38333.33333
N2919,5.615,746.50578,746.51301,9.685028798,C43H74NO7P,CCCCCCC=CCCCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:6_16:1,"PE O-22:6(4,7,10,13,16,19)_16:1(9)",0.6445,0.5964375,0.108987655,0.211283874,Some,Some,0,15974.4412,15031.85462,8174.254317,4603.412463,2672.738693,,31144.15443,43666.66667,43333.33333,47563.84409,52705.65193,14854.24344,19566.66667,17846.88077,13066.66667,15545.19959,14174.04755
N2919,5.615,746.50578,746.51301,9.685028798,C43H74NO7P,CCCCCCCCC=CCCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:6_16:1,"PE O-22:6(4,7,10,13,16,19)_16:1(7)",0.6385,0.58916,0.108987655,0.209956124,Some,Some,0,16451.1176,15636.29076,9051.491366,4993.175074,3164.522613,,33308.03016,43666.66667,43333.33333,53872.31183,55588.69614,16091.51312,19566.66667,17476.55962,13066.66667,16509.60082,15151.90489
N2919,5.615,746.50578,746.51301,9.685028798,C43H74NO7P,CCCCCCCCCC=CCCCCC(=O)OC(COCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN,[M-H]-,PE O-22:6_16:1,"PE O-22:6(4,7,10,13,16,19)_16:1(6)",0.536,0.5881975,0.108987655,0.199609874,Some,Some,0,15974.4412,15031.85462,8174.254317,4603.412463,2672.738693,,33447.81541,43666.66667,43333.33333,47563.84409,52705.65193,14854.24344,19566.66667,17476.55962,13066.66667,15545.19959,14174.04755
N2984,5.682,797.53262,797.53381,1.492099752,C44H79O10P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:3,"PG 18:1(9)_20:3(11,14,17)",0.528,0.651345,0.191034832,0.270762366,Some,Some,,712.6786509,0,0,0,0,0,0,0,450.5657016,0,714.2176558,0,0,0,0,0,0
N2984,5.682,797.53262,797.53381,1.492099752,C44H79O10P,CCC=CCC=CCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:3,"PG 18:1(6)_20:3(11,14,17)",0.493714286,0.669742857,0.156753967,0.241748888,Some,Some,,1326.421488,0,0,0,0,0,0,0,618.4944321,0,890.6554931,0,0,0,0,0,0
N2984,5.682,797.53262,797.53381,1.492099752,C44H79O10P,CCCCCC=CCC=CCC=CCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:1_20:3,"PG 18:1(9)_20:3(8,11,14)",0.539333333,0.673688333,0.143086661,0.235771496,Some,Some,,2030.899861,0,0,0,0,0,0,0,960.9398664,0,1345.126851,0,0,0,0,0,0
N3003,5.687,881.51858,881.51855,0.034032182,C47H79O13P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_22:6,"PI 16:0_22:6(4,7,10,13,16,19)",0.88875,0.88311625,0.077397141,0.239104338,All,Some,,382000,245000,285000,166000,166000,,85500,89800,98200,92900,95800,511000,450000,472000,425000,433000,468000
N3018,5.699,831.50358,831.5029,0.817796306,C43H77O13P,CCC=CCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_18:3,"PI 16:0_18:3(9,12,15)",0.566333333,0.658786667,0.097350103,0.200392083,All,Some,0,7677.865613,6550.021468,3624.54264,4050.944882,1951.095088,,0,31100,23491.52542,26504.24528,45600,10899.40901,6164.884593,7521.578777,6949.507962,6134.371957,9281.448976
N3018,5.699,831.50358,831.5029,0.817796306,C43H77O13P,CCCCCC=CCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 16:0_18:3,"PI 16:0_18:3(6,9,12)",0.465333333,0.66845,0.070335625,0.169646833,All,Some,0,14522.13439,6949.978532,10075.45736,5519.055118,6768.904912,,21300,0,12508.47458,8395.754717,0,14100.59099,18135.11541,14578.42122,11850.49204,19065.62804,17618.55102
N3022,5.706,743.48727,743.48686,0.55145561,C40H73O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_18:2,"PG 16:1(9)_18:2(9,12)",0.784,0.931845,0,0.1715845,Some,None,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
N3022,5.706,743.48727,743.48686,0.55145561,C40H73O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_18:2,"PG 16:1(7)_18:2(9,12)",0.74,0.90468,0,0.164468,Some,None,,0,0,0,0,0,,0,2070,0,0,0,0,0,0,0,0,0
N3022,5.706,743.48727,743.48686,0.55145561,C40H73O10P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_18:2,"PG 16:1(9)_18:2(6,9)",0.758,0.881122,0,0.1639122,Some,None,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
N3028,5.718,769.50208,769.50251,0.558802596,C42H75O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_18:2,"PG 18:2(6,9)_18:2(9,12)",0.6385,0.935125,0,0.1573625,Some,None,,,0,0,4880,5374.216028,,,3455,,,0,,8400,10750,8050,10750,7600
N3028,5.718,769.50208,769.50251,0.558802596,C42H75O10P,CCCCCCCCC=CCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_18:2,"PG 18:2(6,9)_18:2(6,9)",0.545333333,0.946063333,0,0.149139667,All,None,,,0,0,4880,5374.216028,,,3455,,,0,,8400,10750,8050,10750,7600
N3028,5.718,769.50208,769.50251,0.558802596,C42H75O10P,CCCCCC=CCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 18:2_18:2,"PG 18:2(9,12)_18:2(9,12)",0.675,0.46521,0,0.114021,Some,None,,,0,0,0,451.5679443,,,0,,,0,,0,0,0,0,0
N3046,5.743,492.34533,492.34595,1.25927714,C25H52NO6P,CCCCCCC=CCCCCCCCCCCCCOCC(O)COP(=O)(O)OCCN,[M-H]-,LPE O-20:1,LPE O-20:1(13),0.214,0.9672,0.085878022,0.186822418,All,Some,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3046,5.743,492.34533,492.34595,1.25927714,C25H52NO6P,CCCCCCCCC=CCCCCCCCCCCOCC(O)COP(=O)(O)OCCN,[M-H]-,LPE O-20:1,LPE O-20:1(11),0.622,0.92628,0,0.154828,All,None,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N3077,5.759,907.53436,907.5342,0.176301896,C49H81O13P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_22:6,"PI 18:1(11)_22:6(4,7,10,13,16,19)",0.913076923,0.825801538,0.032595828,0.199964509,All,Some,,102549.6141,60009.46531,65205.87643,34449.79104,30500,,47020.56998,43938.26055,45869.25364,47756.41026,48467.45743,136238.8619,112034.9358,113476.7484,111446.5004,107085.6934,111126.6925
N3077,5.759,907.53436,907.5342,0.176301896,C49H81O13P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_22:6,"PI 18:1(6)_22:6(4,7,10,13,16,19)",0.895636364,0.776605455,0.038522342,0.198042056,Some,Some,,103217.4528,65791.00585,71588.24713,37779.22626,30500,,50471.84555,45739.34573,47251.7428,53487.17949,53474.85447,127756.9859,124678.7762,124125.7621,116490.6792,111550.338,119437.5999
N3077,5.759,907.53436,907.5342,0.176301896,C49H81O13P,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,[M-H]-,PI 18:1_22:6,"PI 18:1(9)_22:6(4,7,10,13,16,19)",0.854909091,0.795194545,0.038522342,0.195828237,Some,Some,,93232.93306,57199.52884,65205.87643,32770.98271,30500,,44507.58446,40322.39372,43879.00356,47756.41026,46057.6881,123004.1521,106286.288,107397.4895,105062.8204,96363.96857,104435.7077
N3118,5.79,717.4706,717.47121,0.850208331,C38H71O10P,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_16:1,PG 16:1(9)_16:1(9),0.986,0.9245,0,0.19105,Some,None,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
N3118,5.79,717.4706,717.47121,0.850208331,C38H71O10P,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCC)COP(=O)(O)OCC(O)CO,[M-H]-,PG 16:1_16:1,PG 16:1(6)_16:1(9),0.722,0.891023333,0,0.161302333,Some,None,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
